source_intersection,dest_intersection,intersection_topology,zone_type,time_of_day,day_of_week,weather_severity,road_friction,elevation_gradient,speed_limit,congestion_raw,traffic_volume_10hr,avg_speed_10hr,accident_occurred
20,5,4-Way,Residential,Morning_Rush,Weekend,0.0,0.96,3.0,60,52.08,"[269, 240, 245, 206, 286, 332, 207, 180, 251, 248]","[59.9, 47.9, 51.3, 43.3, 60.9, 55.3, 51.7, 47.4, 47.8, 56.1]",0
22,27,T-Junction,Industrial,Late_Night,Weekend,10.0,0.0,6.8,60,85.34,"[489, 610, 804, 565, 503, 638, 477, 771, 740, 583]","[58.2, 53.8, 48.7, 44.8, 40.7, 31.3, 30.0, 23.9, 16.3, 9.8]",1
3,9,T-Junction,Commercial,Morning_Rush,Weekend,6.45,0.11,0.3,75,78.58,"[611, 494, 702, 487, 654, 591, 543, 589, 707, 480]","[74.2, 66.8, 61.6, 53.6, 44.8, 39.6, 38.3, 28.8, 22.1, 14.4]",1
9,35,Roundabout,Industrial,Evening_Rush,Weekend,6.36,0.0,3.8,60,84.65,"[594, 557, 652, 610, 482, 625, 354, 641, 459, 590]","[57.6, 54.7, 50.5, 47.0, 35.6, 35.3, 28.3, 21.8, 18.9, 11.5]",1
42,48,Roundabout,Commercial,Midday,Weekday,3.8,0.87,7.4,75,43.46,"[285, 200, 218, 297, 324, 248, 110, 240, 251, 238]","[69.2, 65.1, 71.7, 61.7, 73.7, 75.3, 62.9, 62.9, 69.6, 61.6]",0
10,25,4-Way,Commercial,Morning_Rush,Weekday,3.62,0.76,1.2,60,65.68,"[225, 305, 286, 349, 258, 219, 252, 242, 243, 248]","[49.3, 55.4, 47.0, 50.4, 53.4, 42.7, 57.8, 43.7, 57.3, 47.5]",0
19,29,Roundabout,Commercial,Late_Night,Weekend,0.75,0.91,-1.3,75,36.6,"[229, 275, 359, 255, 150, 297, 238, 253, 277, 138]","[67.5, 65.5, 73.6, 71.1, 59.4, 73.8, 69.7, 59.8, 67.8, 72.7]",0
18,21,Highway-Exit,Industrial,Morning_Rush,Weekend,3.07,0.0,-8.5,60,86.84,"[478, 737, 448, 520, 505, 737, 550, 483, 644, 666]","[61.3, 54.1, 49.8, 42.7, 42.0, 35.6, 30.2, 24.3, 18.4, 9.5]",1
0,4,4-Way,Industrial,Evening_Rush,Weekend,5.83,0.32,-0.4,75,91.1,"[663, 611, 726, 680, 655, 431, 591, 544, 625, 558]","[74.4, 69.3, 60.8, 55.2, 45.3, 40.0, 36.3, 25.9, 24.2, 16.9]",1
30,1,Roundabout,Industrial,Morning_Rush,Weekday,0.27,0.8,4.1,60,15.57,"[236, 399, 312, 202, 287, 253, 211, 196, 299, 220]","[53.5, 49.4, 50.3, 53.4, 55.9, 41.1, 54.1, 50.3, 61.0, 68.7]",0
1,32,Highway-Exit,Industrial,Evening_Rush,Weekday,1.94,0.78,4.7,45,57.29,"[232, 163, 255, 239, 348, 333, 293, 220, 283, 263]","[41.7, 32.7, 45.8, 41.0, 40.0, 37.5, 36.5, 42.1, 31.8, 44.4]",0
40,15,4-Way,Commercial,Evening_Rush,Weekend,4.0,0.85,2.5,75,33.59,"[197, 147, 341, 207, 213, 306, 342, 173, 202, 205]","[72.2, 75.7, 62.1, 74.6, 64.0, 69.2, 61.1, 66.9, 66.9, 65.9]",0
48,6,Highway-Exit,Commercial,Late_Night,Weekend,5.22,0.46,-2.7,45,81.3,"[638, 499, 511, 643, 734, 597, 650, 675, 683, 504]","[43.4, 39.6, 40.9, 34.0, 29.9, 25.7, 18.4, 20.9, 14.0, 10.4]",1
4,20,4-Way,Commercial,Morning_Rush,Weekend,4.15,0.23,-9.9,75,51.79,"[423, 677, 564, 467, 504, 473, 471, 606, 561, 633]","[78.4, 68.1, 57.2, 54.5, 50.7, 41.5, 38.1, 29.2, 18.0, 15.2]",1
33,34,Roundabout,Commercial,Midday,Weekday,5.45,0.84,-2.5,75,41.7,"[264, 304, 340, 295, 272, 283, 241, 176, 252, 268]","[61.5, 74.1, 72.5, 60.6, 74.3, 66.0, 63.6, 72.9, 67.2, 77.0]",0
3,45,Roundabout,Commercial,Evening_Rush,Weekday,0.0,0.8,-1.5,75,35.21,"[207, 163, 235, 289, 203, 183, 261, 176, 265, 232]","[70.0, 60.6, 74.0, 66.6, 71.3, 72.3, 61.7, 71.9, 60.4, 60.6]",0
26,21,4-Way,Commercial,Midday,Weekday,1.14,0.93,-1.6,30,34.54,"[348, 305, 353, 231, 255, 276, 249, 212, 205, 260]","[21.7, 21.5, 29.0, 26.5, 31.7, 24.9, 24.1, 29.1, 22.9, 23.7]",0
38,47,4-Way,Commercial,Late_Night,Weekend,8.64,0.28,3.1,60,82.31,"[538, 579, 777, 462, 729, 673, 756, 913, 743, 692]","[57.4, 52.3, 50.1, 40.6, 39.9, 29.1, 30.3, 22.0, 17.6, 10.5]",1
48,21,4-Way,Commercial,Evening_Rush,Weekday,8.63,0.75,9.9,45,88.48,"[410, 723, 733, 564, 666, 560, 628, 675, 655, 734]","[46.0, 41.1, 35.5, 32.0, 30.6, 22.0, 23.2, 16.4, 11.4, 6.8]",1
2,5,T-Junction,Commercial,Late_Night,Weekday,8.91,0.26,0.6,45,63.2,"[667, 598, 758, 473, 542, 590, 524, 600, 631, 648]","[48.0, 38.4, 37.7, 31.7, 29.9, 25.9, 19.0, 15.2, 14.0, 9.0]",1
25,32,T-Junction,Commercial,Morning_Rush,Weekend,2.17,0.83,-1.1,75,46.55,"[239, 282, 286, 223, 207, 186, 251, 178, 254, 310]","[65.7, 64.8, 77.5, 75.0, 63.7, 68.2, 69.1, 68.5, 76.6, 67.9]",0
40,38,4-Way,Industrial,Midday,Weekday,3.92,0.84,-1.3,45,24.46,"[261, 284, 309, 296, 276, 172, 225, 290, 262, 291]","[49.9, 34.6, 46.2, 38.8, 45.2, 40.3, 51.1, 41.2, 37.3, 42.6]",0
0,42,Highway-Exit,Residential,Morning_Rush,Weekend,0.0,0.62,0.6,45,35.03,"[266, 306, 272, 373, 244, 245, 219, 254, 261, 264]","[40.8, 37.5, 36.1, 38.6, 46.2, 47.3, 40.1, 35.8, 40.1, 51.0]",0
15,24,4-Way,Industrial,Midday,Weekday,4.6,0.77,-4.1,45,46.19,"[299, 277, 298, 327, 192, 230, 223, 279, 258, 287]","[38.0, 47.4, 40.2, 44.0, 46.5, 46.1, 42.3, 44.6, 49.2, 43.1]",0
34,17,T-Junction,Commercial,Morning_Rush,Weekend,6.17,0.46,0.6,45,97.76,"[527, 658, 596, 365, 646, 611, 715, 524, 449, 616]","[45.8, 41.2, 37.0, 30.9, 28.7, 24.3, 23.1, 17.8, 12.4, 12.4]",1
18,40,4-Way,Commercial,Morning_Rush,Weekday,7.0,0.17,2.3,30,88.71,"[573, 655, 583, 763, 608, 611, 586, 619, 719, 684]","[30.1, 30.7, 26.4, 21.1, 16.6, 15.8, 14.8, 12.5, 11.4, 3.8]",1
15,34,Roundabout,Residential,Morning_Rush,Weekend,10.0,0.16,1.0,75,85.18,"[556, 482, 466, 537, 636, 677, 505, 519, 422, 621]","[73.5, 71.7, 62.5, 54.7, 47.1, 38.7, 32.3, 27.1, 20.3, 13.0]",1
32,23,Highway-Exit,Commercial,Morning_Rush,Weekend,4.31,0.04,2.3,45,84.8,"[637, 651, 554, 793, 425, 605, 578, 544, 530, 599]","[44.5, 40.2, 34.4, 29.8, 28.4, 24.2, 20.6, 16.8, 12.0, 8.6]",1
30,39,4-Way,Commercial,Evening_Rush,Weekday,0.69,0.89,2.2,30,27.06,"[207, 326, 210, 231, 213, 212, 251, 244, 227, 235]","[23.4, 29.0, 37.3, 22.6, 29.0, 27.2, 30.3, 30.5, 28.0, 26.8]",0
21,39,T-Junction,Commercial,Evening_Rush,Weekday,9.75,0.08,-8.9,30,79.56,"[556, 523, 590, 471, 540, 710, 609, 689, 746, 582]","[30.4, 26.7, 23.0, 20.1, 21.0, 17.1, 17.7, 13.3, 7.2, 7.7]",1
43,22,4-Way,Commercial,Evening_Rush,Weekday,9.04,0.06,3.2,75,89.27,"[569, 721, 551, 494, 520, 525, 515, 542, 685, 779]","[72.3, 70.9, 60.7, 55.7, 45.0, 42.7, 31.0, 29.0, 22.2, 15.4]",1
19,32,4-Way,Commercial,Evening_Rush,Weekday,6.27,0.22,-3.4,60,71.15,"[526, 654, 639, 579, 667, 590, 652, 587, 621, 657]","[59.2, 52.2, 49.9, 46.4, 39.3, 34.0, 27.9, 24.1, 17.0, 11.1]",1
5,28,4-Way,Commercial,Evening_Rush,Weekend,3.65,0.77,-5.5,60,79.24,"[305, 223, 294, 305, 278, 187, 251, 239, 225, 257]","[57.8, 51.7, 53.1, 52.8, 59.8, 52.7, 47.8, 46.1, 55.8, 50.2]",0
34,9,Roundabout,Residential,Midday,Weekday,3.29,0.63,-5.5,60,24.16,"[283, 183, 223, 183, 271, 282, 266, 195, 212, 261]","[45.6, 52.8, 61.6, 53.1, 46.6, 51.0, 50.8, 64.7, 62.3, 57.7]",0
38,14,Roundabout,Commercial,Midday,Weekday,0.0,0.73,2.2,45,16.13,"[232, 310, 193, 303, 296, 242, 306, 227, 186, 298]","[40.1, 43.5, 49.6, 36.9, 39.8, 48.3, 43.8, 37.0, 35.7, 37.9]",0
2,9,Highway-Exit,Commercial,Morning_Rush,Weekday,7.15,0.32,-1.1,75,94.61,"[526, 623, 607, 627, 515, 592, 394, 614, 717, 457]","[76.0, 67.1, 63.3, 55.3, 49.1, 41.8, 37.7, 29.0, 20.3, 15.2]",1
31,25,Roundabout,Industrial,Midday,Weekend,2.95,0.79,-8.4,60,37.79,"[231, 258, 229, 216, 259, 252, 303, 229, 150, 231]","[45.9, 56.1, 45.6, 49.1, 52.2, 61.7, 48.6, 54.1, 56.9, 61.4]",0
12,39,Roundabout,Commercial,Evening_Rush,Weekend,6.91,0.65,2.4,45,36.09,"[288, 304, 293, 189, 267, 292, 202, 221, 209, 288]","[40.2, 38.9, 34.1, 40.2, 37.7, 41.7, 34.8, 41.4, 38.3, 34.3]",0
47,28,Roundabout,Commercial,Evening_Rush,Weekday,4.37,0.92,-7.2,75,68.18,"[183, 191, 239, 256, 263, 265, 212, 302, 227, 272]","[66.7, 69.4, 66.4, 69.5, 67.5, 71.6, 63.4, 58.7, 62.6, 72.8]",0
13,33,4-Way,Industrial,Midday,Weekday,6.07,0.79,0.7,45,50.98,"[242, 254, 197, 253, 198, 206, 229, 272, 277, 278]","[32.6, 40.5, 39.5, 32.8, 40.6, 39.2, 43.1, 40.9, 37.8, 45.1]",0
40,17,T-Junction,Commercial,Morning_Rush,Weekday,4.2,0.8,1.2,60,29.4,"[138, 246, 161, 204, 276, 186, 178, 369, 182, 332]","[53.1, 51.4, 56.8, 60.7, 48.3, 51.4, 58.2, 55.4, 59.5, 56.6]",0
7,1,4-Way,Commercial,Morning_Rush,Weekday,1.58,0.84,4.4,60,31.51,"[340, 258, 261, 266, 242, 292, 261, 289, 297, 271]","[56.5, 48.9, 51.2, 58.2, 61.1, 44.3, 51.2, 54.1, 49.6, 49.9]",0
46,24,T-Junction,Commercial,Morning_Rush,Weekday,3.23,0.72,8.9,30,29.95,"[273, 329, 148, 241, 273, 289, 265, 338, 251, 315]","[23.8, 27.3, 20.9, 31.5, 26.4, 28.8, 25.4, 29.9, 29.0, 22.0]",0
18,20,T-Junction,Commercial,Midday,Weekday,3.47,0.85,-6.8,30,57.49,"[203, 248, 282, 343, 265, 300, 169, 350, 280, 247]","[26.2, 21.5, 22.9, 36.6, 22.1, 22.0, 23.5, 21.0, 27.1, 32.4]",0
44,30,Roundabout,Residential,Late_Night,Weekday,6.45,0.32,-0.3,75,93.29,"[538, 462, 629, 594, 700, 554, 573, 585, 608, 560]","[73.9, 64.6, 60.5, 56.4, 50.0, 40.7, 37.6, 28.3, 19.0, 11.7]",1
13,21,T-Junction,Industrial,Midday,Weekday,2.23,0.71,-1.4,45,4.14,"[310, 231, 189, 137, 230, 270, 215, 197, 222, 312]","[33.5, 37.3, 46.6, 43.0, 41.4, 37.3, 40.7, 37.8, 36.2, 35.1]",0
10,8,Roundabout,Commercial,Morning_Rush,Weekday,9.19,0.49,2.2,45,81.18,"[678, 593, 631, 615, 644, 574, 551, 518, 458, 487]","[44.3, 37.8, 34.2, 35.1, 29.4, 24.1, 25.5, 13.7, 15.0, 8.8]",1
49,26,Roundabout,Residential,Late_Night,Weekday,6.21,0.95,1.1,60,9.26,"[289, 255, 156, 254, 266, 140, 347, 265, 283, 191]","[57.5, 59.4, 55.3, 54.0, 49.5, 52.9, 51.4, 56.9, 49.8, 56.8]",0
34,24,Highway-Exit,Residential,Midday,Weekday,0.0,0.87,-1.8,60,83.68,"[208, 236, 280, 214, 282, 277, 236, 308, 253, 305]","[63.0, 52.8, 57.2, 50.8, 48.8, 53.0, 47.2, 49.3, 57.0, 51.4]",0
35,24,4-Way,Commercial,Evening_Rush,Weekend,8.15,0.49,-2.2,75,79.23,"[671, 629, 785, 652, 711, 640, 631, 716, 666, 621]","[75.4, 69.4, 60.3, 53.6, 51.2, 45.4, 33.1, 27.0, 24.0, 16.1]",1
2,26,Highway-Exit,Residential,Evening_Rush,Weekend,1.13,0.75,-5.6,30,36.76,"[283, 294, 237, 266, 262, 207, 265, 311, 233, 257]","[28.0, 25.6, 30.4, 23.6, 33.7, 30.1, 22.3, 35.5, 27.8, 23.4]",0
24,9,Roundabout,Commercial,Morning_Rush,Weekday,0.26,0.64,4.9,60,45.16,"[305, 274, 161, 223, 263, 142, 254, 257, 190, 263]","[54.0, 48.0, 58.6, 58.2, 52.6, 53.0, 57.6, 53.0, 44.3, 56.4]",0
12,29,T-Junction,Commercial,Evening_Rush,Weekday,5.36,0.95,2.3,45,34.23,"[209, 230, 322, 243, 250, 275, 275, 204, 246, 251]","[41.9, 41.9, 53.4, 34.6, 45.4, 46.4, 43.0, 37.2, 48.8, 29.5]",0
15,3,Highway-Exit,Commercial,Late_Night,Weekend,10.0,0.0,4.6,60,81.74,"[531, 717, 562, 759, 448, 488, 546, 641, 577, 550]","[62.8, 57.7, 48.5, 40.6, 34.4, 33.8, 29.3, 22.8, 17.2, 10.4]",1
27,20,Roundabout,Commercial,Midday,Weekend,5.51,0.95,-1.6,30,48.44,"[282, 333, 139, 246, 201, 175, 193, 268, 270, 323]","[27.0, 18.2, 25.8, 20.1, 21.0, 29.9, 28.0, 29.9, 25.2, 31.0]",0
44,29,Roundabout,Commercial,Midday,Weekday,4.6,0.77,-3.3,45,70.52,"[229, 305, 267, 239, 260, 249, 329, 262, 249, 238]","[44.7, 44.0, 39.1, 34.7, 36.0, 39.6, 47.2, 39.2, 37.5, 31.7]",0
26,32,Roundabout,Industrial,Late_Night,Weekday,7.12,0.68,-5.4,30,55.35,"[325, 278, 289, 298, 241, 254, 324, 258, 279, 293]","[30.2, 26.4, 26.8, 30.9, 30.9, 32.8, 29.8, 30.0, 24.8, 24.1]",0
9,42,4-Way,Commercial,Midday,Weekday,4.12,0.69,1.8,75,69.57,"[289, 221, 248, 318, 311, 265, 235, 243, 293, 248]","[64.7, 73.6, 68.4, 64.6, 69.9, 72.4, 62.5, 66.5, 66.3, 69.8]",0
17,25,4-Way,Commercial,Midday,Weekday,2.69,0.63,-5.2,75,19.07,"[281, 222, 175, 301, 194, 263, 243, 258, 332, 401]","[59.3, 72.4, 66.7, 72.7, 72.3, 74.5, 68.9, 63.1, 72.1, 68.1]",0
7,1,T-Junction,Commercial,Late_Night,Weekday,3.69,0.79,9.2,30,46.35,"[238, 226, 300, 330, 190, 281, 231, 176, 257, 208]","[19.1, 23.1, 21.9, 23.8, 20.4, 25.0, 23.4, 28.9, 30.0, 28.3]",0
6,22,T-Junction,Residential,Morning_Rush,Weekday,5.49,0.96,-6.5,45,43.1,"[238, 236, 208, 209, 285, 162, 245, 233, 279, 178]","[40.6, 42.2, 31.0, 35.1, 40.0, 43.1, 41.4, 43.3, 35.1, 32.6]",0
48,30,4-Way,Residential,Midday,Weekday,1.44,0.79,1.4,30,47.02,"[254, 188, 206, 296, 259, 221, 215, 281, 260, 189]","[17.3, 36.4, 20.9, 29.6, 34.6, 27.7, 24.0, 19.9, 19.8, 28.9]",0
21,3,T-Junction,Residential,Evening_Rush,Weekday,1.7,0.83,7.8,60,67.52,"[322, 230, 222, 284, 215, 263, 252, 229, 249, 338]","[57.0, 59.5, 49.4, 59.5, 57.2, 46.5, 56.7, 51.4, 46.3, 54.6]",0
37,46,Roundabout,Residential,Morning_Rush,Weekday,6.81,0.01,3.0,60,96.71,"[653, 615, 589, 566, 846, 481, 687, 601, 514, 595]","[57.2, 53.5, 49.2, 40.9, 39.7, 31.4, 25.1, 20.5, 21.7, 8.0]",1
46,19,Highway-Exit,Industrial,Late_Night,Weekday,0.0,0.76,0.9,30,31.89,"[271, 212, 232, 280, 277, 215, 182, 281, 277, 235]","[29.2, 24.8, 22.9, 27.0, 29.6, 28.5, 29.5, 23.2, 34.9, 25.3]",0
8,24,T-Junction,Commercial,Late_Night,Weekday,3.28,1.0,-4.8,60,50.68,"[244, 184, 240, 276, 288, 328, 276, 263, 227, 216]","[58.9, 58.8, 48.6, 57.6, 57.3, 48.4, 56.7, 48.8, 41.9, 53.2]",0
41,44,4-Way,Residential,Evening_Rush,Weekday,3.9,0.25,-6.9,30,72.74,"[625, 588, 886, 637, 614, 642, 555, 692, 636, 631]","[28.8, 24.2, 23.7, 22.6, 18.4, 17.3, 13.5, 12.2, 6.7, 6.4]",1
39,0,T-Junction,Industrial,Evening_Rush,Weekday,3.11,0.79,3.9,60,35.26,"[217, 173, 241, 326, 177, 255, 289, 365, 225, 218]","[48.2, 59.7, 49.7, 52.1, 44.8, 58.4, 59.8, 58.2, 46.0, 57.0]",0
38,1,T-Junction,Industrial,Midday,Weekend,4.73,0.74,7.5,30,37.32,"[166, 252, 260, 265, 276, 249, 151, 276, 254, 204]","[19.2, 34.7, 33.2, 30.5, 23.6, 14.4, 30.8, 28.8, 25.1, 32.6]",0
28,5,4-Way,Industrial,Late_Night,Weekday,8.49,0.09,-2.2,60,81.25,"[684, 617, 603, 605, 667, 514, 642, 507, 733, 653]","[58.6, 54.8, 47.6, 47.0, 41.9, 34.7, 31.1, 23.0, 18.9, 14.4]",1
36,6,4-Way,Commercial,Midday,Weekend,7.19,0.47,-5.7,45,80.2,"[599, 607, 693, 664, 524, 381, 582, 390, 500, 512]","[43.9, 42.6, 39.1, 34.0, 30.3, 26.3, 16.0, 17.0, 9.4, 10.0]",1
49,3,Highway-Exit,Commercial,Midday,Weekend,0.08,0.68,-12.3,45,18.76,"[145, 240, 277, 194, 298, 275, 269, 284, 232, 257]","[40.6, 40.4, 37.1, 34.3, 38.8, 38.5, 36.8, 44.8, 34.6, 39.6]",0
47,17,Roundabout,Commercial,Morning_Rush,Weekday,5.26,0.2,-4.9,60,84.77,"[716, 690, 721, 540, 678, 493, 572, 581, 542, 563]","[59.0, 52.7, 51.0, 43.6, 39.1, 33.7, 28.1, 22.9, 16.7, 14.8]",1
46,40,T-Junction,Residential,Late_Night,Weekday,4.35,0.92,-0.6,30,45.86,"[288, 250, 227, 244, 270, 324, 181, 282, 306, 175]","[26.1, 21.7, 29.2, 25.2, 26.3, 24.9, 30.6, 28.1, 28.2, 27.8]",0
41,42,Roundabout,Commercial,Midday,Weekday,0.0,0.82,8.0,60,67.07,"[278, 236, 335, 188, 163, 159, 146, 283, 277, 310]","[48.7, 57.7, 54.3, 54.8, 57.1, 50.2, 66.9, 60.7, 51.3, 48.5]",0
28,4,4-Way,Commercial,Morning_Rush,Weekend,8.42,0.67,3.4,75,39.79,"[245, 259, 303, 191, 264, 173, 271, 244, 346, 172]","[74.4, 59.0, 60.9, 59.1, 68.8, 61.6, 60.8, 68.5, 69.8, 67.7]",0
27,24,4-Way,Industrial,Midday,Weekend,7.17,0.53,1.5,75,97.08,"[583, 782, 614, 680, 614, 490, 654, 534, 590, 630]","[71.1, 65.1, 63.5, 53.7, 47.1, 42.0, 34.2, 29.2, 21.6, 15.4]",1
20,0,Roundabout,Commercial,Evening_Rush,Weekend,1.25,0.81,-2.0,30,54.01,"[214, 259, 305, 221, 295, 247, 286, 256, 248, 267]","[33.1, 28.2, 29.4, 25.2, 34.9, 30.2, 27.4, 26.4, 31.9, 24.0]",0
32,33,T-Junction,Industrial,Evening_Rush,Weekday,0.19,0.75,-2.9,60,42.47,"[160, 253, 309, 329, 244, 252, 275, 236, 275, 245]","[59.1, 57.6, 58.1, 53.0, 63.6, 56.4, 55.2, 50.2, 53.5, 54.6]",0
25,2,Roundabout,Commercial,Midday,Weekday,2.56,0.77,7.0,60,18.21,"[210, 235, 241, 252, 161, 243, 231, 248, 301, 352]","[57.4, 47.8, 52.3, 57.0, 56.4, 58.9, 53.5, 52.2, 62.8, 54.3]",0
37,16,Roundabout,Commercial,Morning_Rush,Weekday,2.75,0.9,1.0,45,11.31,"[199, 323, 175, 75, 288, 295, 270, 184, 247, 236]","[37.8, 47.6, 35.3, 42.1, 46.5, 42.4, 46.7, 43.3, 42.6, 42.3]",0
14,31,4-Way,Commercial,Midday,Weekday,3.21,0.87,-10.5,30,42.13,"[280, 230, 184, 297, 308, 262, 222, 172, 254, 182]","[19.6, 26.9, 23.2, 28.7, 26.2, 24.0, 18.5, 22.7, 22.9, 20.9]",0
1,23,Roundabout,Residential,Midday,Weekday,2.4,0.94,-3.4,75,29.15,"[233, 192, 241, 262, 208, 271, 181, 194, 244, 284]","[71.8, 75.6, 65.6, 66.9, 62.3, 61.2, 68.6, 63.6, 73.7, 60.2]",0
11,1,4-Way,Commercial,Late_Night,Weekday,4.27,0.7,-4.3,75,58.39,"[274, 199, 208, 276, 216, 224, 209, 339, 219, 252]","[66.5, 68.6, 64.4, 66.5, 69.5, 63.2, 72.9, 73.4, 70.5, 67.8]",0
32,0,Roundabout,Commercial,Midday,Weekend,2.22,0.77,-2.7,30,54.92,"[100, 271, 230, 237, 155, 274, 177, 255, 295, 226]","[33.1, 23.3, 30.0, 20.5, 32.2, 31.4, 29.3, 25.0, 20.0, 25.0]",0
14,33,Roundabout,Industrial,Midday,Weekday,0.0,0.88,2.8,75,36.31,"[305, 256, 172, 193, 312, 274, 188, 161, 218, 157]","[66.7, 79.8, 59.5, 66.6, 74.1, 71.2, 66.8, 66.8, 61.7, 66.2]",0
44,7,Roundabout,Commercial,Midday,Weekday,2.7,0.84,-0.5,30,16.85,"[262, 305, 218, 240, 202, 261, 289, 281, 191, 257]","[23.6, 32.1, 26.2, 19.4, 25.9, 29.3, 28.2, 24.4, 24.1, 22.1]",0
0,44,Roundabout,Residential,Morning_Rush,Weekday,0.0,0.95,-0.4,75,50.21,"[230, 207, 298, 204, 256, 252, 297, 304, 284, 267]","[62.3, 62.2, 63.3, 71.3, 67.9, 71.8, 72.5, 63.9, 67.7, 67.4]",0
32,45,Roundabout,Residential,Late_Night,Weekend,3.71,0.84,6.6,75,19.64,"[233, 223, 309, 252, 250, 209, 283, 199, 272, 274]","[65.4, 69.1, 68.4, 67.3, 67.6, 67.8, 68.1, 67.8, 62.0, 66.7]",0
3,43,Highway-Exit,Commercial,Evening_Rush,Weekend,9.08,0.11,-3.5,30,90.92,"[626, 609, 695, 662, 512, 583, 568, 599, 599, 661]","[30.4, 29.8, 25.1, 20.3, 18.4, 17.9, 10.8, 8.6, 8.7, 7.9]",1
27,8,Roundabout,Residential,Midday,Weekday,3.33,0.85,9.3,30,20.41,"[315, 239, 303, 253, 173, 249, 219, 295, 248, 186]","[19.5, 26.9, 14.9, 24.4, 28.2, 21.7, 32.0, 33.0, 21.9, 25.5]",0
13,27,T-Junction,Commercial,Midday,Weekday,5.63,0.91,-3.4,75,37.23,"[299, 249, 180, 242, 207, 305, 280, 234, 257, 184]","[63.7, 75.3, 67.8, 72.2, 68.7, 74.1, 57.5, 66.6, 75.7, 72.3]",0
48,18,T-Junction,Residential,Midday,Weekday,1.1,0.77,0.4,75,63.4,"[316, 249, 223, 198, 195, 290, 275, 246, 275, 257]","[72.3, 72.3, 62.2, 68.9, 59.2, 68.2, 70.5, 60.9, 65.4, 67.5]",0
44,19,T-Junction,Commercial,Midday,Weekend,5.12,0.8,-1.4,45,39.9,"[261, 236, 191, 247, 167, 238, 227, 243, 222, 174]","[38.7, 45.2, 46.8, 52.7, 49.0, 34.5, 38.5, 40.4, 40.1, 40.8]",0
11,6,4-Way,Residential,Evening_Rush,Weekday,2.13,0.89,0.6,60,31.14,"[370, 195, 214, 332, 219, 269, 301, 274, 259, 296]","[49.5, 51.5, 56.7, 43.7, 61.1, 55.5, 54.8, 45.8, 47.6, 52.0]",0
5,41,Roundabout,Commercial,Midday,Weekday,6.51,0.96,2.2,30,9.49,"[290, 146, 289, 231, 238, 262, 263, 214, 281, 134]","[24.7, 27.8, 25.3, 17.9, 30.8, 20.8, 26.7, 27.8, 27.1, 32.8]",0
19,34,4-Way,Residential,Midday,Weekday,2.27,0.87,2.2,30,51.04,"[247, 271, 247, 280, 319, 256, 289, 322, 317, 230]","[32.2, 28.2, 32.6, 29.8, 28.4, 29.2, 28.3, 28.5, 26.2, 25.7]",0
47,18,Roundabout,Commercial,Morning_Rush,Weekday,1.32,0.79,-3.8,60,24.39,"[338, 273, 221, 236, 302, 213, 175, 179, 163, 185]","[48.1, 60.9, 53.8, 52.2, 46.8, 53.3, 45.3, 52.2, 64.3, 57.3]",0
20,16,T-Junction,Commercial,Midday,Weekend,4.37,0.94,-5.6,45,42.35,"[239, 284, 223, 209, 335, 192, 232, 265, 203, 282]","[39.0, 43.8, 43.4, 39.3, 49.1, 37.2, 47.2, 46.4, 49.4, 41.4]",0
15,39,4-Way,Commercial,Morning_Rush,Weekday,2.13,0.58,12.5,75,32.92,"[210, 353, 233, 209, 240, 200, 276, 219, 235, 298]","[70.6, 67.6, 68.4, 67.6, 65.3, 67.5, 70.0, 66.9, 69.6, 63.3]",0
11,17,Roundabout,Commercial,Midday,Weekday,1.32,0.66,-2.4,75,56.76,"[219, 213, 221, 314, 286, 196, 271, 230, 215, 175]","[72.4, 60.7, 67.2, 62.8, 71.4, 65.8, 66.8, 67.0, 69.0, 67.6]",0
19,6,4-Way,Industrial,Evening_Rush,Weekday,2.04,0.87,3.5,45,36.86,"[247, 224, 171, 194, 285, 234, 216, 179, 164, 214]","[44.9, 37.7, 42.5, 37.5, 43.7, 38.7, 34.3, 39.2, 49.7, 49.4]",0
44,26,T-Junction,Commercial,Evening_Rush,Weekday,2.91,0.8,-8.0,45,38.82,"[274, 243, 265, 265, 248, 272, 260, 234, 190, 226]","[44.5, 40.3, 42.0, 39.1, 35.2, 39.3, 35.4, 35.1, 46.5, 38.4]",0
32,38,Roundabout,Industrial,Midday,Weekend,5.68,0.86,-1.4,60,49.71,"[212, 330, 290, 231, 271, 238, 215, 273, 233, 253]","[59.1, 58.6, 51.2, 56.4, 48.4, 56.3, 54.7, 55.9, 52.5, 64.4]",0
49,29,4-Way,Industrial,Midday,Weekday,0.0,0.81,-0.6,60,82.14,"[204, 298, 198, 275, 278, 252, 225, 257, 263, 339]","[49.6, 51.2, 55.4, 52.7, 53.5, 59.4, 39.9, 51.0, 45.3, 48.0]",0
1,22,Roundabout,Residential,Morning_Rush,Weekend,3.05,0.86,2.4,75,57.77,"[370, 279, 297, 245, 287, 161, 301, 209, 223, 275]","[69.1, 67.9, 60.7, 68.0, 72.3, 64.8, 74.1, 63.1, 67.5, 75.2]",0
33,19,Highway-Exit,Commercial,Morning_Rush,Weekend,10.0,0.11,-13.6,45,82.16,"[531, 705, 797, 617, 547, 522, 730, 727, 744, 596]","[47.1, 40.9, 35.2, 35.2, 32.3, 23.0, 18.9, 17.1, 14.9, 6.7]",1
